GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000169962	1	1216694	1320686	331	21	271491	-0.039666	0.51582	TAS1R3
ENSG00000107404	1	1220656	1334730	338	18	271167	0.13109	0.44785	DVL1
ENSG00000162576	1	1238069	1347157	325	15	273222	0.41467	0.33919	MXRA8
ENSG00000175756	1	1259110	1360875	334	16	271558	0.6194	0.26783	AURKAIP1
ENSG00000221978	1	1271091	1384708	348	17	271403	0.77609	0.21885	CCNL2
ENSG00000224870	1	1284902	1387426	319	17	271854	0.89442	0.18555	RP4-758J18.2
ENSG00000242485	1	1287288	1392693	317	17	271059	0.97042	0.16592	MRPL20
ENSG00000235098	1	1303800	1407149	264	16	269088	1.0924	0.13733	ANKRD65
ENSG00000205116	1	1311508	1413167	222	20	267868	1.1987	0.11533	TMEM88B
ENSG00000179403	1	1320241	1428262	212	22	263757	1.2048	0.11415	VWA1
ENSG00000215915	1	1335069	1455538	224	26	262697	1.0227	0.15323	ATAD3C
ENSG00000160072	1	1357143	1483228	237	32	265914	0.24318	0.40393	ATAD3B
ENSG00000197785	1	1397531	1520067	257	20	278800	0.54517	0.29282	ATAD3A
ENSG00000205090	1	1420554	1525833	237	22	280187	0.65035	0.25773	TMEM240
ENSG00000160075	1	1427053	1560249	230	21	280518	0.67882	0.24863	SSU72
ENSG00000215014	1	1460355	1561373	180	16	284375	0.866	0.19324	AL645728.1
ENSG00000228594	1	1483392	1585476	120	11	285428	1.0872	0.13848	C1orf233
ENSG00000197530	1	1500795	1615990	78	9	275215	1.1767	0.11967	MIB2
ENSG00000189409	1	1517474	1620639	17	8	251714	-0.74988	0.77334	MMP23B
ENSG00000248333	1	1520603	1640473	36	8	247694	-0.81331	0.79198	CDK11B
ENSG00000189339	1	1542939	1674167	55	10	249129	-0.75829	0.77586	SLC35E2B
ENSG00000008128	1	1584169	1705766	112	15	282846	0.78983	0.21481	CDK11A
ENSG00000215790	1	1606277	1727431	140	17	290990	1.016	0.15482	SLC35E2
ENSG00000008130	1	1632671	1761896	165	18	298879	1.1952	0.11601	NADK
ENSG00000078369	1	1666729	1872495	356	17	317249	1.6221	0.052394	GNB1
ENSG00000169885	1	1796266	1898735	280	16	311209	1.9478	0.025722	CALML6
ENSG00000178821	1	1799029	1900712	306	18	307960	2.0151	0.021945	TMEM52
ENSG00000142609	1	1803396	1985276	398	24	294504	1.5433	0.061382	C1orf222
ENSG00000187730	1	1900780	2012192	185	19	280656	-0.92854	0.82344	GABRD
ENSG00000067606	1	1931909	2166834	513	34	316612	2.5758	0.0050009	PRKCZ
ENSG00000162585	1	2065903	2194159	312	25	322516	3.604	0.00015668	C1orf86
ENSG00000269554	1	2071237	2173179	246	26	321536	2.9746	0.0014669	AL590822.2
ENSG00000203301	1	2093360	2195620	236	31	322788	3.711	0.00010321	AL590822.1
ENSG00000157933	1	2110134	2291558	591	69	320854	5.3451	4.5177e-08	SKI
ENSG00000116151	1	2202692	2373146	663	94	315155	3.6557	0.00012825	MORN1
ENSG00000269753	1	2208581	2309042	427	61	319883	3.9284	4.2761e-05	AL589739.1
ENSG00000157916	1	2273267	2386883	442	73	311597	0.18702	0.42582	RER1
ENSG00000157911	1	2286236	2395236	400	69	306744	-0.45852	0.67671	PEX10
ENSG00000149527	1	2307419	2486969	533	79	304881	-0.52087	0.69877	PLCH2
ENSG00000157881	1	2389972	2508039	308	33	308202	0.1436	0.44291	PANK4
ENSG00000197921	1	2410184	2511684	258	24	312277	0.23291	0.40792	HES5
ENSG00000157873	1	2437078	2546821	353	22	314354	-1.1062	0.86568	TNFRSF14
ENSG00000157870	1	2467930	2572908	344	17	315006	-1.5707	0.94187	FAM213B
ENSG00000142606	1	2472078	2614481	351	16	314549	-1.5424	0.93851	MMEL1
ENSG00000215912	1	2517415	2768286	477	23	313871	-0.019006	0.50758	TTC34
ENSG00000169717	1	2888046	2989465	348	13	322666	2.417	0.0078247	ACTRT2
ENSG00000142611	1	2935732	3405185	1808	173	315041	2.628	0.0042939	PRDM16
ENSG00000130762	1	3320990	3447677	519	57	309056	1.9973	0.022898	ARHGEF16
ENSG00000162591	1	3356484	3578059	802	88	304789	0.64826	0.25841	MEGF6
ENSG00000158109	1	3491566	3596691	384	50	301679	0.46788	0.31994	TPRG1L
ENSG00000116213	1	3497331	3619325	435	60	302895	0.44498	0.32817	WRAP73
ENSG00000078900	1	3519084	3702765	669	80	311860	-0.26395	0.60409	TP73
ENSG00000162592	1	3618962	3738209	502	53	322958	-0.69318	0.7559	CCDC27
ENSG00000235169	1	3639352	3742546	465	41	324304	-0.58099	0.71938	SMIM1
ENSG00000130764	1	3646784	3763068	580	33	325747	-0.35706	0.63948	LRRC47
ENSG00000116198	1	3678645	3823778	830	39	326009	0.77888	0.21802	CEP104
ENSG00000169598	1	3723845	3851993	663	37	321878	0.82977	0.20333	DFFB
ENSG00000198912	1	3755689	3866857	472	43	318281	1.1979	0.11548	C1orf174
ENSG00000196581	1	4664792	4902594	1146	123	330752	-1.2006	0.88505	AJAP1
ENSG00000131697	1	5872871	6102533	815	43	323908	-0.73971	0.77026	NPHP4
ENSG00000069424	1	6001526	6211253	684	69	317560	-1.9971	0.97709	KCNAB2
ENSG00000268332	1	6050630	6151399	293	40	310380	-1.0159	0.84517	AL035406.1
ENSG00000116254	1	6111853	6290183	546	55	316799	-1.1048	0.86538	CHD5
ENSG00000116251	1	6191329	6319449	390	46	319768	0.11976	0.45234	RPL22
ENSG00000158286	1	6215535	6331359	321	35	318093	0.98113	0.16326	RNF207
ENSG00000116237	1	6231253	6346032	303	35	318326	1.1951	0.11601	ICMT
ENSG00000173673	1	6254252	6355638	269	33	318711	1.2086	0.11341	HES3
ENSG00000158292	1	6257406	6371035	317	36	318923	0.93435	0.17506	GPR153
ENSG00000097021	1	6274329	6504451	794	33	324458	0.38718	0.34931	ACOT7
ENSG00000069812	1	6422478	6534730	365	21	323410	-0.3683	0.64368	HES2
ENSG00000187017	1	6434848	6571430	420	31	322381	-0.26367	0.60398	ESPN
ENSG00000215788	1	6471211	6576255	308	29	319663	-0.0048961	0.50195	TNFRSF25
ENSG00000171680	1	6476152	6630121	486	37	322387	0.47717	0.31662	PLEKHG5
ENSG00000162408	1	6531407	6664595	399	21	320789	1.0897	0.13791	NOL9
ENSG00000173662	1	6565241	6689817	368	32	323401	1.1398	0.12719	TAS1R1
ENSG00000204859	1	6590061	6699340	320	30	321050	0.81383	0.20787	ZBTB48
ENSG00000162413	1	6600784	6724667	361	31	321969	0.60346	0.2731	KLHL21
ENSG00000116273	1	6623745	6734093	280	29	320489	0.58955	0.27775	PHF13
ENSG00000041988	1	6634926	6745646	267	24	321663	0.36548	0.35738	THAP3
ENSG00000007923	1	6644228	6811984	430	28	328776	0.22964	0.40919	DNAJC11
ENSG00000171735	1	6795384	7879766	3479	235	327884	-0.644	0.74021	CAMTA1
ENSG00000049245	1	7781329	7891492	382	38	327916	0.94455	0.17244	VAMP3
ENSG00000049246	1	7794380	7955237	684	45	329340	0.69016	0.24505	PER3
ENSG00000049247	1	7853143	7963572	555	37	330165	0.28341	0.38843	UTS2
ENSG00000049249	1	7929907	8050926	372	32	329331	-1.4623	0.92818	TNFRSF9
ENSG00000116288	1	7964351	8095565	274	21	325659	-1.2711	0.89815	PARK7
ENSG00000116285	1	8014464	8136368	217	16	325806	-0.90165	0.81638	ERRFI1
ENSG00000162426	1	8327886	8454227	344	37	327159	1.3386	0.090345	SLC45A1
ENSG00000142599	1	8362457	8927702	1079	35	328197	1.5247	0.063663	RERE
ENSG00000074800	1	8871061	8989308	300	32	330154	0.048478	0.48067	ENO1
ENSG00000131686	1	8955926	9085151	530	88	325199	-0.71808	0.76365	CA6
ENSG00000197241	1	9013359	9136404	503	68	323750	-0.32509	0.62744	SLC2A7
ENSG00000142583	1	9045166	9198537	574	54	324785	1.4305	0.076287	SLC2A5
ENSG00000180758	1	9110364	9239229	434	40	326126	2.1183	0.017073	GPR157
ENSG00000049239	1	9244834	9381396	618	69	327305	-0.66755	0.74779	H6PD
ENSG00000171621	1	9302939	9479591	773	91	323914	-0.83035	0.79683	SPSB1
ENSG00000171612	1	9549541	9695237	250	30	318007	-0.014981	0.50598	SLC25A33
ENSG00000188807	1	9598932	9724935	233	28	326053	0.076228	0.46962	TMEM201
ENSG00000171608	1	9661790	9839172	315	43	324407	-0.59466	0.72396	PIK3CD
ENSG00000179840	1	9662668	9764644	217	34	328821	-0.24412	0.59643	C1orf200
ENSG00000171603	1	9739084	9934584	315	30	322545	-0.35822	0.63991	CLSTN1
ENSG00000178585	1	9858334	10020394	284	35	321936	-0.4117	0.65972	CTNNBIP1
ENSG00000162441	1	9932173	10053465	213	29	318954	-0.23468	0.59277	LZIC
ENSG00000173614	1	9953486	10095559	278	24	316670	0.15995	0.43646	NMNAT1
ENSG00000162444	1	10007264	10126078	235	22	313908	0.53242	0.29722	RBP7
ENSG00000130939	1	10042890	10291297	644	28	315507	0.68592	0.24638	UBE4B
ENSG00000054523	1	10220863	10491661	946	26	319688	0.75411	0.22539	KIF1B
ENSG00000142657	1	10408649	10530201	370	26	323287	0.62944	0.26453	PGD
ENSG00000175279	1	10440159	10562210	333	25	325951	0.8501	0.19763	APITD1
ENSG00000251503	1	10440159	10562210	333	25	325951	0.8501	0.19763	APITD1-CORT
ENSG00000241563	1	10459776	10561959	272	20	327197	0.83082	0.20304	CORT
ENSG00000160049	1	10466579	10582583	308	21	327809	0.89412	0.18563	DFFA
ENSG00000142655	1	10482345	10740815	752	51	326205	0.86265	0.19417	PEX14
ENSG00000130940	1	10646661	10906707	737	109	319513	1.4349	0.075658	CASZ1
ENSG00000175262	1	10956528	11092094	443	54	317168	-1.9901	0.97671	C1orf127
ENSG00000120948	1	11022414	11135796	311	21	324855	-1.7148	0.95681	TARDBP
ENSG00000009724	1	11036580	11157290	318	20	325603	-1.5365	0.9378	MASP2
ENSG00000116649	1	11064641	11170081	275	12	328231	-1.1667	0.87833	SRM
ENSG00000171824	1	11076675	11209938	322	11	326811	-1.168	0.87859	EXOSC10
ENSG00000198793	1	11116592	11372564	576	13	328046	-1.0752	0.85886	MTOR
ENSG00000171819	1	11199398	11306038	231	9	329478	-0.91279	0.81932	ANGPTL7
ENSG00000120942	1	11283263	11406106	307	21	325518	-0.98458	0.83758	UBIAD1
ENSG00000204624	1	11489223	11647641	536	31	327887	0.15739	0.43747	PTCHD2
ENSG00000116661	1	11658424	11765842	349	50	318864	-0.59476	0.724	FBXO2
ENSG00000132879	1	11664432	11773384	368	53	317719	-0.78323	0.78325	FBXO44
ENSG00000116663	1	11674181	11784411	363	57	315342	-1.2206	0.88888	FBXO6
ENSG00000116670	1	11684537	11801707	377	66	313278	-1.8467	0.96761	MAD2L2
ENSG00000162490	1	11701786	11835914	451	72	316294	-0.73171	0.76783	DRAXIN
ENSG00000177674	1	11746141	11864859	460	59	322160	1.0983	0.13603	AGTRAP
ENSG00000215910	1	11771844	11899642	577	35	326905	1.9363	0.026414	C1orf167
ENSG00000177000	1	11795780	11916977	589	25	329572	2.2523	0.012153	MTHFR
ENSG00000011021	1	11816207	11953201	710	35	329337	2.0296	0.021197	CLCN6
ENSG00000175206	1	11855766	11958402	540	31	329687	2.1771	0.014737	NPPA
ENSG00000120937	1	11867521	11968988	541	35	329997	1.6967	0.044879	NPPB
ENSG00000116685	1	11929648	12036485	449	28	330102	-0.016314	0.50651	KIAA2013
ENSG00000083444	1	11944262	12085595	530	31	329242	-0.38246	0.64894	PLOD1
ENSG00000116688	1	11990238	12123571	374	33	326853	-0.77637	0.78123	MFN2
ENSG00000116691	1	12029523	12142102	285	34	327160	-0.35369	0.63821	MIIP
ENSG00000120949	1	12073434	12254264	493	77	325272	0.2938	0.38446	TNFRSF8
ENSG00000028137	1	12177060	12319285	441	59	321017	0.087348	0.4652	TNFRSF1B
ENSG00000048707	1	12240124	12622099	1006	46	321765	-0.22729	0.5899	VPS13D
ENSG00000162496	1	12577939	12727737	602	59	321449	0.90803	0.18193	DHRS3
ENSG00000204518	1	12654566	12777097	368	38	316825	0.65889	0.25498	AADACL4
ENSG00000188984	1	12726118	12838726	336	24	323146	0.042472	0.48306	AADACL3
ENSG00000157330	1	12756163	12873847	426	30	303666	0.14031	0.44421	C1orf158
ENSG00000116726	1	12784984	12888049	372	26	295035	0.20219	0.41989	PRAMEF12
ENSG00000116721	1	12801546	12906777	351	30	283266	0.34679	0.36437	PRAMEF1
ENSG00000204513	1	12834468	12941264	314	19	260863	0.68647	0.24621	PRAMEF11
ENSG00000179172	1	12857261	12958578	273	16	255507	0.71329	0.23783	HNRNPCL1
ENSG00000120952	1	12866941	12971764	218	16	251561	0.56481	0.2861	PRAMEF2
ENSG00000243073	1	12889045	12996025	113	5	247864	0.55408	0.28976	PRAMEF4
ENSG00000187545	1	12902727	13008101	77	2	248224	0.60539	0.27246	PRAMEF10
ENSG00000232423	1	12948181	13167751	1	1	242065	1.3733	0.084836	PRAMEF6
ENSG00000204478	1	13686907	13797803	99	13	329394	0.13444	0.44653	PRAMEF20
ENSG00000162494	1	13751445	13890543	548	59	325861	0.74887	0.22697	LRRC38
ENSG00000162493	1	13859960	13994452	597	66	327987	-0.038617	0.5154	PDPN
ENSG00000116731	1	13976693	14201574	789	38	326321	-0.41252	0.66002	PRDM2
ENSG00000189337	1	14875200	15494539	2448	235	325717	-1.5342	0.93751	KAZN
ENSG00000171729	1	15429028	15596976	957	53	331692	-1.1165	0.86789	TMEM51
ENSG00000204464	1	15440840	15547813	568	32	332743	-1.9421	0.97394	C1orf195
ENSG00000142621	1	15523768	15776779	984	100	322554	0.025056	0.49001	FHAD1
ENSG00000142634	1	15686391	15806839	395	56	320098	-1.252	0.89471	EFHD2
ENSG00000162438	1	15714935	15825737	370	53	321950	-0.35541	0.63886	CTRC
ENSG00000142615	1	15733223	15848586	414	49	323158	0.095573	0.46193	CELA2A
ENSG00000215704	1	15742404	15867895	443	42	323902	0.26437	0.39575	CELA2B
ENSG00000132906	1	15767327	15903029	470	32	324220	0.60068	0.27403	CASP9
ENSG00000116138	1	15803308	15968874	618	16	326502	0.81095	0.2087	DNAJC16
ENSG00000116771	1	15848848	15961605	424	16	325291	0.77241	0.21994	AGMAT
ENSG00000197312	1	15893995	16045539	531	14	327416	0.92443	0.17763	DDI2
ENSG00000215695	1	15936364	16038217	270	10	328550	0.91482	0.18014	RSC1A1
ENSG00000116786	1	15960827	16111264	433	36	324467	0.5946	0.27606	PLEKHM2
ENSG00000162461	1	16012900	16117891	329	36	322668	0.51205	0.30431	SLC25A34
ENSG00000162460	1	16018917	16124477	331	37	322910	0.46255	0.32184	TMEM82
ENSG00000162458	1	16033102	16163089	539	46	323415	1.0377	0.1497	FBLIM1
ENSG00000065526	1	16124359	16316955	618	29	320488	0.62525	0.2659	SPEN
ENSG00000116809	1	16218364	16352627	459	28	322414	0.27132	0.39307	ZBTB17
ENSG00000183888	1	16280731	16385302	591	32	320705	0.17569	0.43027	C1orf64
ENSG00000173641	1	16290523	16396089	648	37	318995	0.31622	0.37592	HSPB7
ENSG00000186510	1	16295370	16410545	681	38	318434	0.37042	0.35554	CLCNKA
ENSG00000184908	1	16320272	16433803	712	42	318191	0.7471	0.2275	CLCNKB
ENSG00000185519	1	16334264	16450127	654	41	316486	0.81816	0.20663	FAM131C
ENSG00000142627	1	16400832	16532582	423	33	322907	3.3267	0.00043943	EPHA2
ENSG00000142632	1	16474349	16589104	330	22	326490	3.5728	0.00017662	ARHGEF19
ENSG00000204377	1	16505368	16606038	297	16	326700	3.0778	0.0010425	C1orf134
ENSG00000132881	1	16508195	16613657	310	18	326033	3.0972	0.00097694	RSG1
ENSG00000037637	1	16523334	16728949	505	17	325929	2.4567	0.0070104	FBXO42
ENSG00000055070	1	16629070	16774640	376	29	325079	2.1207	0.016975	SZRD1
ENSG00000187144	1	16663612	16813919	436	40	322155	1.6027	0.054502	SPATA21
ENSG00000157191	1	16717167	16836573	344	34	319115	0.8687	0.19251	NECAP2
ENSG00000268674	1	16815561	16916070	82	11	297118	-0.70712	0.76025	FAM231B
ENSG00000219481	1	16838814	16990057	38	9	279114	-0.76317	0.77732	NBPF1
ENSG00000237847	1	16949498	17050007	40	8	249768	-0.77606	0.78114	FAM231A
ENSG00000268991	1	17010447	17110956	32	7	241810	-0.59107	0.72276	FAM231C
ENSG00000058453	1	17016768	17349474	291	37	293948	1.2599	0.10386	CROCC
ENSG00000117122	1	17250997	17357330	241	35	312631	1.4567	0.072597	MFAP2
ENSG00000159363	1	17262453	17388423	348	28	319146	1.3	0.096805	ATP13A2
ENSG00000117118	1	17295217	17430665	534	26	325628	1.275	0.10116	SDHB
ENSG00000117115	1	17343256	17495948	634	38	324161	0.57209	0.28363	PADI2
ENSG00000142623	1	17481621	17622500	636	68	319863	-0.87791	0.81	PADI1
ENSG00000142619	1	17525593	17660728	688	62	324212	-0.14315	0.55691	PADI3
ENSG00000159339	1	17584690	17740499	870	54	327501	1.17	0.121	PADI4
ENSG00000269468	1	17605507	17726070	718	50	328084	1.1917	0.11669	AC004824.2
ENSG00000179051	1	17683256	17816220	538	27	328421	1.3193	0.093538	RCC2
ENSG00000074964	1	17816330	18074369	659	62	320827	0.26675	0.39483	ARHGEF10L
ENSG00000117148	1	18031808	18203558	509	51	325468	0.45123	0.32591	ACTL8
ENSG00000117154	1	18384240	18754977	1448	172	327231	-0.47896	0.68402	IGSF21
ENSG00000179023	1	18757424	18862478	538	57	327775	-0.61137	0.72952	KLHDC7A
ENSG00000009709	1	18907500	19125360	774	88	324228	-1.048	0.85269	PAX7
ENSG00000179002	1	19116093	19236176	664	65	317725	-0.71312	0.76212	TAS1R2
ENSG00000255275	1	19125767	19297615	857	87	318783	-1.203	0.88551	RP13-279N23.2
ENSG00000159423	1	19147926	19279275	674	76	315632	-1.0233	0.84693	ALDH4A1
ENSG00000169991	1	19180775	19333180	710	61	318475	-1.3371	0.90941	IFFO2
ENSG00000127481	1	19351000	19586770	727	37	324921	-1.417	0.92175	UBR4
ENSG00000127463	1	19492158	19628046	517	28	327649	-1.8639	0.96883	EMC1
ENSG00000053372	1	19528033	19636622	452	28	327577	-1.7027	0.95568	MRTO4
ENSG00000162482	1	19559052	19665744	513	35	328737	-0.67532	0.75026	AKR7A3
ENSG00000053371	1	19580459	19688640	511	36	329427	-0.37163	0.64492	AKR7A2
ENSG00000040487	1	19588820	19705794	511	36	328997	-0.031842	0.5127	PQLC2
ENSG00000077549	1	19615267	19862066	965	48	329944	-0.11283	0.54492	CAPZB
ENSG00000270136	1	19873473	20034549	610	45	330142	0.35484	0.36136	MINOS1-NBL1
ENSG00000173436	1	19873477	20006314	485	42	330314	0.38452	0.3503	MINOS1
ENSG00000158747	1	19917048	20034945	416	46	328779	0.58335	0.27983	NBL1
ENSG00000158748	1	19941780	20056055	397	46	328123	0.52128	0.30108	HTR6
ENSG00000162542	1	19958706	20176438	842	96	325345	0.035926	0.48567	TMCO4
ENSG00000178828	1	20090523	20191771	472	63	325465	1.4472	0.073919	RNF186
ENSG00000169914	1	20159006	20289438	508	40	329468	3.197	0.0006944	OTUD3
ENSG00000188784	1	20196502	20300110	390	44	328923	2.9086	0.001815	PLA2G2E
ENSG00000188257	1	20251925	20356932	386	47	331572	1.6744	0.047028	PLA2G2A
ENSG00000127472	1	20304672	20467683	563	49	330042	-0.075446	0.53007	PLA2G5
ENSG00000117215	1	20388432	20496050	364	69	328048	-0.29291	0.61521	PLA2G2D
ENSG00000158786	1	20415819	20526879	322	69	325553	-1.1543	0.87582	PLA2G2F
ENSG00000187980	1	20437746	20553917	304	52	325456	-0.01411	0.50563	PLA2G2C
ENSG00000162543	1	20462578	20572541	298	47	325887	0.5889	0.27797	UBXN10
ENSG00000158816	1	20567412	20731387	636	49	329176	0.21843	0.41355	VWA5B1
ENSG00000162545	1	20758884	20862713	262	32	327329	0.32465	0.37272	CAMK2N1
ENSG00000090432	1	20775943	20884654	317	30	328332	0.17453	0.43072	MUL1
ENSG00000183114	1	20828932	20931512	470	47	331501	-0.38417	0.64957	FAM43B
ENSG00000158825	1	20865441	20995401	660	38	331824	-0.063388	0.52527	CDA
ENSG00000158828	1	20909948	21028004	538	42	329152	0.038161	0.48478	PINK1
ENSG00000244038	1	20928270	21038000	501	52	328011	0.37733	0.35296	DDOST
ENSG00000117245	1	20940507	21094510	624	57	326855	0.51953	0.3017	KIF17
ENSG00000189410	1	20996225	21109330	403	45	324608	0.55141	0.29068	SH2D5
ENSG00000127483	1	21019154	21163816	407	34	325658	0.73456	0.2313	HP1BP3
ENSG00000075151	1	21082963	21553377	1048	24	325183	0.42212	0.33647	EIF4G3
ENSG00000117298	1	21493740	21721997	742	62	326305	-1.0351	0.84968	ECE1
ENSG00000142794	1	21716621	21861498	560	49	320127	-0.79605	0.787	NBPF3
ENSG00000162551	1	21785858	21954905	738	76	328250	0.26321	0.3962	ALPL
ENSG00000076864	1	21872708	22045801	730	87	326909	1.4418	0.07468	RAP1GAP
ENSG00000090686	1	21954791	22160099	793	60	323758	3.0921	0.00099372	USP48
ENSG00000187942	1	22088758	22201714	463	62	318646	2.8029	0.0025326	LDLRAD2
ENSG00000142798	1	22098738	22313790	1013	67	319017	2.9626	0.0015252	HSPG2
ENSG00000219073	1	22253514	22375135	699	48	318675	3.0585	0.0011124	CELA3B
ENSG00000142789	1	22278149	22389032	651	42	318883	2.9612	0.0015323	CELA3A
ENSG00000070831	1	22329120	22469437	546	30	323786	1.2189	0.11144	CDC42
ENSG00000162552	1	22393798	22520462	473	53	327769	0.81499	0.20754	WNT4
ENSG00000184677	1	22728344	22907650	461	56	324169	-0.16476	0.56544	ZBTB40
ENSG00000070886	1	22840057	22980087	522	57	325600	-0.25394	0.60023	EPHA8
ENSG00000173372	1	22912999	23016101	379	36	327701	0.081758	0.46742	C1QA
ENSG00000159189	1	22920123	23024603	371	34	328165	0.20969	0.41695	C1QC
ENSG00000173369	1	22929255	23038031	342	33	329788	0.38515	0.35006	C1QB
ENSG00000133216	1	22987332	23291818	743	96	327654	0.073123	0.47085	EPHB2
ENSG00000215906	1	23229536	23341831	269	26	327415	0.41142	0.34038	LACTBL1
ENSG00000227868	1	23287327	23392343	187	15	327241	0.66649	0.25255	C1orf234
ENSG00000004487	1	23295941	23460182	268	16	324989	0.90535	0.18264	KDM1A
ENSG00000169641	1	23360516	23554301	453	24	326774	1.9705	0.024389	LUZP1
ENSG00000179546	1	23466993	23571222	329	17	328751	2.0439	0.020484	HTR1D
ENSG00000125944	1	23580264	23720829	250	25	327654	-0.19993	0.57923	HNRNPR
ENSG00000125945	1	23635941	23745935	230	30	329213	0.63923	0.26134	ZNF436
ENSG00000249087	1	23645490	23748332	229	31	329079	0.63813	0.2617	C1orf213
ENSG00000204219	1	23657554	23801233	344	31	328138	0.3522	0.36234	TCEA3
ENSG00000088280	1	23705056	23861061	426	36	326773	0.15882	0.43691	ASAP3
ENSG00000007968	1	23782922	23907712	328	37	324910	-1.0384	0.85046	E2F2
ENSG00000117318	1	23834409	23936285	196	36	318519	-1.1661	0.87821	ID3
ENSG00000197880	1	23857985	24017058	384	58	323663	-1.0235	0.84697	MDS2
ENSG00000142676	1	23968269	24072915	255	28	326288	-0.6952	0.75653	RPL11
ENSG00000011007	1	24019645	24138549	160	22	320260	-0.76871	0.77897	TCEB3
ENSG00000057757	1	24054895	24164722	118	14	318005	-1.4319	0.92391	PITHD1
ENSG00000011009	1	24067460	24172029	118	13	315744	-1.4652	0.92856	LYPLA2
ENSG00000117308	1	24072089	24177271	119	13	313914	-1.4405	0.92513	GALE
ENSG00000117305	1	24078375	24215110	288	13	300823	-1.7129	0.95663	HMGCL
ENSG00000179163	1	24121567	24244784	348	15	290775	-1.8257	0.96605	FUCA1
ENSG00000188822	1	24147016	24335549	339	14	287040	-1.8606	0.9686	CNR2
ENSG00000189266	1	24235599	24339952	19	8	253509	-1.0741	0.85861	PNRC2
ENSG00000188529	1	24241294	24357417	20	9	253022	-0.57888	0.71867	SRSF10
ENSG00000142661	1	24332525	24488665	469	50	324526	-0.47585	0.68291	MYOM3
ENSG00000142677	1	24396261	24519611	436	46	325876	-0.35967	0.64045	IL22RA1
ENSG00000185436	1	24430647	24564449	486	64	324458	-0.84257	0.80026	IFNLR1
ENSG00000158055	1	24595812	24740972	488	46	325430	-0.86182	0.80561	GRHL3
ENSG00000001460	1	24633489	24793424	518	40	325240	-0.3557	0.63897	STPG1
ENSG00000001461	1	24692284	24849466	452	34	328235	-0.13112	0.55216	NIPAL3
ENSG00000117602	1	24779387	24917530	489	50	331161	-1.5185	0.93556	RCAN3
ENSG00000184454	1	24832602	24985819	566	50	330936	-2.2465	0.98766	NCMAP
ENSG00000133226	1	24908207	25049758	353	28	330672	-0.19131	0.57586	SRRM1
ENSG00000169504	1	25021848	25220815	420	30	328140	2.5783	0.0049638	CLIC4
ENSG00000020633	1	25176002	25341612	561	57	328108	0.93733	0.1743	RUNX3
ENSG00000117614	1	25499170	25608993	99	34	294899	-0.52654	0.70074	SYF2
ENSG00000117616	1	25518728	25714704	167	32	272844	0.79418	0.21355	C1orf63
ENSG00000187010	1	25548884	25706936	141	28	266777	0.88431	0.18827	RHD
ENSG00000183726	1	25614408	25738852	124	16	270503	1.152	0.12466	TMEM50A
ENSG00000188672	1	25638740	25806683	179	7	304161	1.235	0.10841	RHCE
ENSG00000204178	1	25707388	25876700	224	7	291536	1.3304	0.091692	TMEM57
ENSG00000157978	1	25820071	25945377	176	23	280624	0.11597	0.45384	LDLRAP1
